gene,n_sites,max_cr,n_engaged
SMARCA5,6,3.73729,0
SMARCAD1,8,4.0069,1
SMARCB1,2,2.15802,0
SMARCC1,5,2.22131,0
SMARCC2,5,3.14263,0
SMARCD1,2,2.19717,0
SMARCD2,4,1.76635,0
SMARCD3,1,1.91838,0
SMC1A,9,2.03484,0
SMC2,4,2.39756,0
SMC3,1,1.47535,0
SMC4,4,2.07652,0
SMC5,5,3.25189,0
SMC6,3,2.671,0
SMCHD1,18,2.5675,0
SMEK1,1,1.52918,0
SMEK2,4,2.30769,0
SMG1,16,3.11104,0
SMG5,3,3.67301,0
SMG6,5,3.43471,0
SMG7,2,2.22366,0
SMG8,6,3.17766,0
SMG9,1,12.5382,1
SMN1,3,3.91393,0
SMNDC1,1,6.65092,1
SMOX,1,1.6366,0
SMPD1,2,2.26526,0
SMPD2,3,1.94412,0
SMPD4,5,1.92811,0
SMPDL3B,1,2.20766,0
SMS,4,13.4954,3
SMTN,3,3.95922,0
SMU1,6,3.06561,0
SMURF1,3,3.36597,0
SMURF2,9,3.04551,0
SMYD2,5,2.3312,0
SMYD3,4,10.2588,1
SMYD4,6,5.14976,1
SMYD5,5,4.18153,1
SNAP23,1,2.40379,0
SNAP47,2,3.12573,0
SNAPC1,1,2.45644,0
SNAPC3,3,2.51699,0
SNAPC4,6,2.95389,0
SNAPIN,1,1.95788,0
SND1,7,2.26117,0
SNF8,1,1.49392,0
SNRNP200,13,2.64294,0
SNRNP40,5,1.87554,0
SNRNP48,3,3.1285,0
SNRNP70,1,2.92779,0
SNRPB,3,1.86478,0
SNRPD2,2,1.35912,0
SNRPD3,2,11.3064,1
SNRPE,1,2.40041,0
SNRPF,1,2.05727,0
SNTB2,2,4.14916,1
SNUPN,2,1.45025,0
SNW1,1,2.99456,0
SNX1,1,2.07449,0
SNX11,3,5.13246,1
SNX12,1,1.73113,0
SNX17,1,1.63275,0
SNX18,1,2.06256,0
SNX19,4,4.05164,2
SNX27,4,3.08064,0
SNX3,1,1.58023,0
SNX30,2,3.74034,0
SNX4,1,1.38877,0
SNX5,2,1.82955,0
SNX6,4,2.20672,0
SNX7,1,1.72182,0
SNX8,2,10.5598,2
SNX9,2,1.54149,0
SOAT1,1,2.15842,0
SOCS2,1,1.70086,0
SOCS6,3,2.63752,0
SOD1,1,1.8107,0
SOGA1,9,3.23081,0
SOGA2,2,2.59311,0
SON,6,5.04118,1
SORBS3,3,3.6151,0
SORD,6,3.39274,0
SORT1,1,1.47774,0
SOS1,2,2.51949,0
SOWAHC,1,5.50633,1
SP1,9,2.27078,0
SP100,8,15.6444,2
SP110,2,2.14493,0
SP140L,4,6.63909,1
SP2,5,2.00229,0
SP3,5,2.08344,0
SP6,2,4.40016,2
SPAG1,6,10.8059,2
SPAG5,11,4.13728,1
SPAG7,1,2.24478,0
SPAG9,4,1.9069,0
SPAST,1,2.73728,0
SPATA2,1,3.65185,0
SPATA2L,1,2.39152,0
SPATA5,8,3.0361,0
SPATA5L1,6,2.92301,0
SPATS2,6,4.29449,1
SPATS2L,9,2.79711,0
SPC24,1,1.40243,0
SPC25,1,2.28628,0
SPCS2,2,4.02827,1
SPECC1,2,2.86701,0
SPECC1L,2,2.56981,0
SPEN,1,1.68482,0
SPG11,2,3.09301,0
SPG21,1,1.39278,0
SPG7,1,1.6149,0
SPHK2,1,1.61927,0
SPIDR,2,1.95067,0
SPIN1,1,2.20099,0
SPINT1,8,12.1126,2
SPINT2,3,3.5104,0
SPOP,4,3.69991,0
SPPL3,1,2.12903,0
SPR,3,2.90844,0
SPRED1,2,7.32901,1
SPRY4,4,3.10904,0
SPRYD3,2,2.10845,0
SPRYD7,3,2.13925,0
SPSB3,1,2.91555,0
SPTAN1,7,3.1255,0
SPTBN1,6,1.93086,0
SPTBN2,2,1.96788,0
SPTBN4,1,1.60206,0
SPTLC1,4,2.52611,0
SPTLC2,8,7.63809,1
SPTY2D1,2,4.42115,1
SQLE,1,1.58886,0
SQRDL,1,1.51195,0
SQSTM1,12,3.76154,0
SRBD1,7,11.4754,2
SRC,1,9.31743,1
SRCAP,3,2.33028,0
SRD5A3,4,5.28897,1
SREBF1,4,2.40006,0
SREBF2,5,2.13299,0
SREK1,2,3.94637,0
SREK1IP1,2,1.45634,0
SRGAP1,2,2.93098,0
SRGAP2,4,2.55688,0
SRI,5,6.19167,2
SRM,5,20.0,4
SRP19,1,9.4328,1
SRP54,2,1.85237,0
SRP68,6,2.29903,0
SRP72,6,2.18028,0
SRP9,2,4.18761,1
SRPK1,5,10.0,1
SRPR,5,2.27554,0
SRPRB,4,1.6074,0
SRR,3,2.17978,0
SRRM1,1,1.79512,0
SRRM2,4,4.86989,2
SRRT,7,2.17841,0
SRSF1,2,3.3642,0
SRSF10,2,20.0,2
SRSF3,2,3.41685,0
SRSF4,1,1.74855,0
SRSF7,3,4.63256,1
SRSF9,2,2.66238,0
SRXN1,1,2.23579,0
SS18L1,1,2.59851,0
SSB,1,1.95739,0
SSBP4,1,2.51003,0
SSFA2,10,3.80976,0
SSH1,3,2.44607,0
SSH3,1,2.51785,0
SSNA1,2,5.38644,2
SSRP1,5,2.52938,0
SSSCA1,7,4.02412,2
SSX2IP,4,2.82919,0
ST14,3,2.05288,0
ST5,1,1.55975,0
ST7,1,1.62368,0
STAG1,5,1.72644,0
STAG2,8,20.0,1
STAM,1,2.1023,0
STAMBP,2,1.65115,0
STAMBPL1,1,2.40003,0
STARD5,3,2.74311,0
STARD7,1,4.80099,1
STAT1,3,4.173,1
STAT2,5,2.40776,0
STAT3,7,5.33609,1
STAT6,1,1.36947,0
STAU1,1,2.16634,0
STAU2,3,4.92002,1
STBD1,3,2.77243,0
STC2,1,1.76776,0
STEAP1,1,2.14304,0
STEAP2,1,5.01151,1
STEAP3,1,1.91729,0
STIL,8,2.85785,0
STIM1,1,1.91641,0
STIM2,5,3.55812,0
STIP1,7,2.54508,0
STK10,2,2.05336,0
STK11IP,4,5.71847,1
STK17A,1,2.45605,0
STK17B,3,2.03632,0
STK24,3,2.30661,0
STK25,1,4.5099,1
STK3,1,1.25689,0
STK33,5,2.33543,0
STK35,2,1.56498,0
STK36,3,2.82724,0
STK38,3,2.37242,0
STK38L,1,1.76954,0
STK39,6,2.10486,0
STOML2,1,2.96059,0
STOX2,2,2.95529,0
STRAP,7,2.73379,0
STRBP,5,2.38029,0
STRIP1,6,2.66351,0
STRIP2,1,2.9171,0
STRN,3,2.18213,0
STRN3,3,2.45506,0
STRN4,5,5.46167,1
STT3A,2,3.12207,0
STT3B,2,2.05308,0
STUB1,4,3.98302,0
STX10,1,2.39586,0
STX16,1,2.1772,0
STX2,1,1.38038,0
STX5,1,1.88282,0
STXBP1,3,2.68775,0
STXBP2,4,2.0347,0
STXBP3,8,2.93639,0
STXBP4,2,2.77477,0
STYX,2,2.82065,0
STYXL1,1,4.42269,1
SUCLA2,4,20.0,1
SUCLG1,3,2.19815,0
SUCLG2,1,2.61792,0
SUFU,3,2.34337,0
SUGP2,7,4.50109,1
SUGT1,4,4.54,1
SULT1A3,1,1.7144,0
SUN1,8,10.8612,1
SUN2,1,1.76527,0
SUPT16H,8,2.74572,0
SUPT20H,4,2.43599,0
SUPT3H,1,3.27958,0
SUPT4H1,4,2.24518,0
SUPT5H,1,14.5806,1
SUPT6H,11,7.13059,2
SUPV3L1,6,2.25543,0
SURF1,1,1.20408,0
SURF2,4,5.8007,1
SURF4,1,1.68384,0
SURF6,1,2.56661,0
SUSD2,2,3.03899,0
SUV39H1,9,3.69174,0
SUV39H2,7,3.02746,0
SUV420H1,2,2.12797,0
SUV420H2,3,2.58617,0
SUZ12,7,2.46254,0
SVIL,8,2.68455,0
SWAP70,5,1.91436,0
SWSAP1,1,1.97913,0
SYAP1,1,1.9378,0
SYDE1,1,3.26738,0
SYK,2,1.79792,0
SYMPK,8,2.26617,0
SYNCRIP,2,1.99831,0
SYNE1,1,1.62955,0
SYNE2,25,7.2529,2
SYNGR2,1,1.8902,0
SYNJ1,2,10.5932,1
SYNJ2,5,2.34784,0
SYNRG,4,2.12708,0
SYPL1,1,1.41986,0
SYTL3,2,3.24831,0
SYTL4,1,1.52247,0
SYVN1,3,1.99118,0
TAB1,2,2.74437,0
TACC1,7,2.43633,0
TACC2,1,3.61454,0
TACC3,6,5.24528,1
TACO1,3,3.997,0
TADA1,1,1.66611,0
TADA2A,1,1.60308,0
TADA2B,3,3.03823,0
TADA3,1,2.33156,0
TAF1,4,8.87832,2
TAF10,1,1.73881,0
TAF12,1,1.79479,0
TAF15,4,3.26227,0
TAF1B,1,2.47876,0
TAF1C,3,2.91885,0
TAF2,10,2.02423,0
TAF5,6,2.19295,0
TAF5L,3,6.76604,1
TAF6,6,6.5238,1
TAF6L,3,4.26212,1
TAF9,1,2.37887,0
TAGLN2,1,1.88955,0
TALDO1,1,4.31676,1
TANC1,5,3.25024,0
TANC2,2,1.9412,0
TANGO6,2,2.18106,0
TANK,3,3.04075,0
TAOK1,1,2.94494,0
TAOK2,4,4.81875,1
TAP1,2,2.69781,0
TAP2,4,2.51114,0
TAPBP,2,4.95913,1
TARBP2,5,2.53114,0
TARDBP,3,2.54268,0
TARS,14,3.0712,0
TARS2,4,3.20395,0
TARSL2,5,2.64079,0
TASP1,1,2.728,0
TATDN1,3,7.79867,2
TAX1BP1,2,2.76461,0
TBC1D1,2,2.32294,0
TBC1D10A,1,2.38569,0
TBC1D10B,2,2.16338,0
TBC1D12,1,1.26676,0
TBC1D13,2,5.15496,1
TBC1D14,1,1.30972,0
TBC1D15,4,3.81818,0
TBC1D16,2,4.10375,2
TBC1D2,7,2.64404,0
TBC1D23,3,2.01611,0
TBC1D24,4,2.88039,0
TBC1D2B,2,1.63589,0
TBC1D30,4,2.52408,0
TBC1D4,14,2.6661,0
TBC1D5,2,7.53753,2
TBC1D7,1,3.04122,0
TBC1D8,4,20.0,2
TBC1D8B,5,2.75154,0
TBC1D9,1,1.45365,0
TBC1D9B,6,2.18456,0
TBCA,1,1.75371,0
TBCB,2,1.85766,0
TBCC,2,2.10473,0
TBCD,20,4.32267,1
TBCE,7,3.66322,0
TBCEL,2,1.77552,0
TBCK,5,1.9272,0
TBK1,5,3.44895,0
TBL1XR1,4,2.09083,0
TBL2,9,2.66086,0
TBL3,11,20.0,2
TBP,2,1.89249,0
TBPL2,1,1.47281,0
TBRG1,2,1.92302,0
TBRG4,1,1.83576,0
TCEA1,3,3.54425,0
TCEAL4,1,2.20477,0
TCEB1,2,1.53636,0
TCEB2,1,2.21403,0
TCEB3,2,11.1027,1
TCERG1,2,2.23165,0
TCF12,3,2.92272,0
TCF20,7,3.82372,0
TCF25,8,3.96103,0
TCF7L2,3,1.88384,0
TCIRG1,2,1.73128,0
TCOF1,2,20.0,1
TCP1,8,2.19929,0
TCP11L1,1,10.5264,1
TCTN3,1,1.93632,0
TDG,1,17.6213,1
TDP1,2,2.40811,0
TDP2,4,2.17148,0
TDRD3,3,2.90229,0
TDRD7,11,20.0,1
TEAD3,1,3.16971,0
TEC,2,3.95805,0
TECPR2,10,3.01182,0
TEFM,3,1.99704,0
TELO2,5,2.72128,0
TEN1,1,1.61185,0
TERF1,2,1.9604,0
TERF2,2,1.83499,0
TES,15,4.37238,1
TESC,1,2.63231,0
TEX10,3,2.1133,0
TEX2,3,1.86083,0
TEX264,2,2.82833,0
TFAM,1,1.95398,0
TFB1M,3,2.13392,0
TFB2M,1,1.30884,0
TFCP2,3,9.01086,1
TFDP1,4,2.37295,0
TFIP11,3,1.92949,0
TGDS,1,4.07924,1
TGFA,2,6.64621,2
TGFB1,1,1.34036,0
TGFB1I1,3,4.47399,2
TGFBR1,1,2.58967,0
TGFBRAP1,6,1.87438,0
TGIF1,2,1.80899,0
TGM2,4,4.69045,1
TGS1,3,3.15392,0
THADA,21,3.87912,0
THAP11,1,2.31776,0
THAP4,4,12.906,1
THAP7,1,1.59847,0
THBS1,3,3.33429,0
THBS4,2,2.26214,0
THEM4,1,1.58667,0
THEM6,2,1.69283,0
THEMIS2,1,1.76891,0
THG1L,3,1.67328,0
THNSL1,3,3.19682,0
THOC1,6,3.03085,0
THOC2,12,3.69175,0
THOC3,5,2.07339,0
THOC5,4,2.76628,0
THOC6,3,3.1879,0
THOC7,3,1.97382,0
THOP1,11,3.40478,0
THUMPD1,5,3.67807,0
THUMPD2,2,3.18276,0
THUMPD3,4,2.22612,0
THYN1,1,1.83874,0
TIA1,2,3.38667,0
TIAL1,2,2.36691,0
TIAM1,3,2.00582,0
TICAM1,1,1.78679,0
TICAM2,1,3.05316,0
TICRR,1,1.88492,0
TIGAR,5,2.76253,0
TIGD2,1,1.78984,0
TIGD5,2,2.68539,0
TIMELESS,5,2.74418,0
TIMM17A,1,2.0484,0
TIMM22,1,1.48205,0
TIMM44,2,1.89232,0
TIMM50,2,2.4373,0
TIMMDC1,1,1.54332,0
TIMP1,1,2.05421,0
TIMP2,3,2.48692,0
TIPIN,1,1.81198,0
TIPRL,3,2.40634,0
TJAP1,1,1.55626,0
TJP1,4,3.76556,0
TJP2,3,2.13968,0
TK1,6,5.52194,3
TKT,4,1.53384,0
TLCD1,1,2.49041,0
TLE3,2,2.03952,0
TLE4,4,2.67418,0
TLK1,1,3.05006,0
TLK2,3,4.60273,2
TLN1,27,3.0022,0
TLN2,4,2.01819,0
TM7SF2,2,16.6378,1
TM9SF1,1,1.87794,0
TM9SF2,2,3.15963,0
TM9SF3,1,1.44825,0
TM9SF4,4,3.06628,0
TMA16,2,4.58684,1
TMCO4,1,2.05993,0
TMED5,1,1.59516,0
TMED8,1,3.35226,0
TMED9,1,2.08586,0
TMEM101,2,1.72354,0
TMEM102,1,1.3162,0
TMEM104,1,2.53677,0
TMEM106B,3,2.21959,0
TMEM11,1,1.51223,0
TMEM120A,1,20.0,1
TMEM126A,3,2.36046,0
TMEM129,4,3.70524,0
TMEM131,3,20.0,1
TMEM132A,2,2.82468,0
TMEM147,2,1.72516,0
TMEM161A,2,1.85945,0
TMEM161B,1,1.49948,0
TMEM165,2,1.54407,0
TMEM168,3,3.84172,0
TMEM173,2,4.55216,1
TMEM177,1,1.82049,0
TMEM183A,3,2.69553,0
TMEM184A,1,1.50647,0
TMEM184B,2,1.7968,0
TMEM192,1,1.77425,0
TMEM194A,4,1.82636,0
TMEM199,1,1.8383,0
TMEM200A,1,5.0573,1
TMEM201,9,7.45618,2
TMEM209,4,4.73353,1
TMEM214,4,2.65549,0
TMEM255B,2,2.88054,0
TMEM259,2,2.46745,0
TMEM30A,1,1.59788,0
TMEM33,2,2.74316,0
TMEM39A,1,2.04894,0
TMEM39B,3,2.5242,0
TMEM50A,2,3.93126,0
TMEM50B,3,2.93316,0
TMEM55B,6,2.24948,0
TMEM57,3,5.37187,1
TMEM63B,1,2.37031,0
TMEM87A,2,2.06624,0
TMEM87B,1,2.14164,0
TMEM9B,2,1.93604,0
TMF1,2,1.55239,0
TMLHE,1,11.7858,1
TMOD3,1,3.22037,0
TMPO,9,2.77234,0
TMX1,1,1.74129,0
TMX2,3,3.00178,0
TNFAIP2,3,1.72649,0
TNFAIP3,4,5.99985,2
TNFRSF10A,2,1.71763,0
TNFRSF10B,1,4.99125,1
TNFRSF10D,1,1.63497,0
TNFRSF12A,5,2.78354,0
TNFRSF18,1,2.08141,0
TNFRSF6B,3,2.50736,0
TNIK,1,1.09844,0
TNIP1,1,1.5137,0
TNK1,5,2.48026,0
TNK2,3,2.80426,0
TNKS,6,1.75815,0
TNKS1BP1,5,11.5608,1
TNKS2,2,2.45599,0
TNPO1,14,4.97561,2
TNPO2,7,2.84466,0
TNPO3,11,2.95935,0
TNRC18,1,3.99781,0
TNRC6A,4,4.56823,1
TNRC6B,5,3.64163,0
TNS3,1,1.70164,0
TNS4,5,3.22395,0
TOE1,6,18.7736,2
TOLLIP,1,2.06429,0
TOMM34,3,2.79367,0
TOMM40,4,3.63432,0
TOMM70A,9,3.68385,0
TONSL,11,3.46786,0
TOP1,6,3.50233,0
TOP1MT,1,2.6072,0
TOP2A,6,2.61687,0
TOP2B,6,3.42096,0
TOP3A,8,1.99602,0
TOP3B,7,2.38888,0
TOPBP1,9,2.99746,0
TOPORS,4,2.42033,0
TOR1A,3,1.64549,0
TOR1AIP1,2,1.57481,0
TOR1AIP2,1,3.89787,0
TOR3A,1,1.74084,0
TOR4A,4,4.34678,1
TOX4,2,1.51034,0
TP53,2,1.95289,0
TP53BP1,15,4.60453,1
TP53BP2,2,1.7227,0
TP63,1,1.99976,0
TPGS1,1,1.92794,0
TPI1,3,2.18973,0
TPM2,1,2.68176,0
TPM3,3,12.4272,2
TPM4,1,1.3737,0
TPMT,3,2.76791,0
TPP1,1,3.33171,0
TPP2,4,1.88908,0
TPR,3,3.94761,0
TPRA1,1,1.57269,0
TPRG1L,1,1.53423,0
TPRKB,1,1.88254,0
TPX2,2,20.0,2
TRA2B,2,3.91828,0
TRABD,3,1.9351,0
TRADD,2,1.68362,0
TRAF2,20,3.79274,0
TRAF3,2,1.222,0
TRAF4,4,1.62371,0
TRAF5,1,1.94205,0
TRAF6,3,1.47707,0
TRAF7,10,2.78426,0
TRAFD1,5,5.50149,2
TRAP1,2,2.02973,0
TRAPPC10,6,5.60339,1
TRAPPC11,7,2.90574,0
TRAPPC12,2,2.69917,0
TRAPPC2L,1,2.19596,0
TRAPPC4,1,2.13981,0
TRAPPC8,8,2.58595,0
TRAPPC9,1,1.31152,0
TRDMT1,1,2.8182,0
TRERF1,1,3.60304,0
TREX1,1,1.49406,0
TRIB1,4,17.905,3
TRIB3,2,1.31826,0
TRIM11,5,2.79368,0
TRIM13,2,1.39618,0
TRIM14,5,2.5051,0
TRIM16,3,2.85681,0
TRIM2,2,1.87465,0
TRIM21,1,1.8837,0
TRIM23,1,2.25486,0
TRIM24,12,2.423,0
TRIM25,15,4.93254,2
TRIM26,5,1.7522,0
TRIM27,8,2.92058,0
TRIM28,22,20.0,4
TRIM3,4,4.55862,2
TRIM32,14,4.65837,1
TRIM33,15,16.8651,3
TRIM36,7,4.44693,1
TRIM37,5,2.10133,0
TRIM38,7,2.07187,0
TRIM4,8,2.26463,0
TRIM41,2,4.17831,1
TRIM47,13,3.10491,0
TRIM5,5,2.12154,0
TRIM56,16,4.33073,2
TRIM59,4,2.01547,0
TRIM65,8,6.52519,3
TRIM7,9,2.46257,0
TRIM72,11,4.53144,1
TRIM8,3,2.88416,0
TRIML2,4,1.89425,0
TRIO,16,3.11199,0
TRIOBP,3,2.4452,0
TRIP10,1,1.45461,0
TRIP11,2,2.93816,0
TRIP12,19,4.68218,2
TRIP13,3,2.29241,0
TRIP4,3,3.02911,0
TRIP6,22,4.03103,3
TRIT1,2,1.82678,0
TRMT1,8,3.65915,0
TRMT10A,2,2.2363,0
TRMT10C,3,3.16859,0
TRMT112,1,3.99749,0
TRMT12,1,1.46627,0
TRMT13,3,2.46543,0
TRMT1L,11,3.4519,0
TRMT2A,10,3.15552,0
TRMT44,2,2.61508,0
TRMT5,2,2.28028,0
TRMT61A,2,6.65225,1
TRMT61B,1,1.59122,0
TRMU,3,7.90121,1
TRNT1,1,1.43052,0
TROAP,2,3.03329,0
TROVE2,4,2.8524,0
TRPC4AP,7,2.47037,0
TRPM4,3,2.30545,0
TRPM7,3,2.60245,0
TRPT1,1,1.77566,0
TRRAP,34,20.0,5
TRUB1,3,2.3368,0
TRUB2,2,2.63933,0
TSC1,3,1.90856,0
TSC2,6,2.50626,0
TSC22D1,1,1.35387,0
TSC22D2,2,5.17432,1
TSEN15,1,2.66558,0
TSEN2,3,2.05817,0
TSEN54,6,3.83892,0
TSFM,5,2.76323,0
TSN,1,1.89071,0
TSNARE1,1,1.33417,0
TSNAX,1,1.95701,0
TSPAN13,2,1.58962,0
TSPAN14,1,2.04289,0
TSPAN31,2,1.48372,0
TSPAN4,1,1.79779,0
TSPYL1,2,3.3794,0
TSR1,2,10.4863,1
TSR2,1,3.96676,0
TSR3,5,2.75054,0
TSSC1,4,2.36165,0
TSSC4,1,2.90825,0
TSTA3,2,14.6374,2
TSTD2,4,1.90587,0
TTC1,5,3.89543,0
TTC12,6,4.29908,2
TTC17,5,3.27543,0
TTC19,2,4.47021,2
TTC21B,1,1.51296,0
TTC22,1,2.2609,0
TTC27,8,2.33809,0
TTC3,2,2.63751,0
TTC30A,1,1.44563,0
TTC31,1,1.76186,0
TTC37,7,1.92004,0
TTC38,1,1.92481,0
TTC39A,3,1.93344,0
TTC4,7,2.51712,0
TTC5,2,1.74858,0
TTC7B,2,2.65477,0
TTC8,1,2.05047,0
TTF1,3,2.52803,0
TTF2,7,3.19566,0
TTI1,8,3.00878,0
TTI2,5,1.71829,0
TTK,4,2.5414,0
TTL,2,3.24174,0
TTLL12,9,20.0,3
TTLL4,2,5.88532,1
TTPAL,6,2.10909,0
TUBA1C,8,2.50851,0
TUBA4A,4,2.17747,0
TUBB1,3,2.17544,0
TUBB2A,5,2.78114,0
TUBB3,2,1.76786,0
TUBB4B,2,2.7524,0
TUBB6,5,2.8657,0
TUBD1,2,1.94834,0
TUBG2,1,1.51847,0
TUBGCP2,5,2.0544,0
TUBGCP3,7,1.7848,0
TUBGCP4,4,1.71158,0
TUBGCP5,6,2.97263,0
TUBGCP6,3,2.49086,0
TUFM,4,2.90374,0
TUT1,7,2.87517,0
TWF1,2,2.47545,0
TWF2,1,1.57951,0
TXLNA,1,4.89382,1
TXLNG,6,3.06665,0
TXN,5,15.1433,2
TXN2,2,10.0751,1
TXNDC11,1,1.41427,0
TXNDC12,2,20.0,2
TXNDC15,1,1.98271,0
TXNDC17,2,19.0289,1
TXNDC5,9,13.9437,3
TXNDC9,1,1.53435,0
TXNL1,5,10.5442,2
TXNL4A,1,1.63338,0
TXNRD1,7,4.28521,1
TXNRD2,1,1.98228,0
TYK2,6,1.72052,0
TYMP,2,1.41078,0
TYMS,4,7.01844,3
TYRO3,2,2.11543,0
TYSND1,2,3.01299,0
TYW1,2,4.45816,2
TYW3,5,2.14888,0
U2AF1,4,20.0,1
U2AF2,3,1.39553,0
U2SURP,4,2.76316,0
UACA,6,2.90282,0
UAP1,4,20.0,2
UAP1L1,1,1.4067,0
UBA1,8,20.0,2
UBA2,8,2.83488,0
UBA3,4,4.17884,2
UBA5,1,2.71658,0
UBA52,3,3.90891,0
UBA6,12,20.0,2
UBAC1,1,1.44547,0
UBAC2,1,2.23082,0
UBAP1,2,3.54812,0
UBAP2,2,3.26455,0
UBAP2L,1,3.47324,0
UBASH3B,1,1.56601,0
UBE2B,1,1.76917,0
UBE2C,2,1.63087,0
UBE2D3,3,2.39252,0
UBE2E1,1,1.46098,0
UBE2E3,3,1.39559,0
UBE2G2,1,2.15561,0
UBE2I,1,2.20381,0
UBE2J1,3,2.14387,0
UBE2K,1,1.43959,0
UBE2L3,1,2.40803,0
UBE2L6,1,2.65026,0
UBE2M,4,1.98043,0
UBE2N,1,2.22408,0
UBE2O,20,10.9799,1
UBE2Q1,3,2.5878,0
UBE2R2,1,2.29726,0
UBE2S,2,3.48373,0
UBE2T,2,2.77778,0
UBE2V1,1,1.25533,0
UBE2W,1,2.35368,0
UBE2Z,7,2.1052,0
UBE3A,4,4.02796,1
UBE3B,2,5.18953,1
UBE3C,10,2.65007,0
UBE3D,2,5.0762,2
UBE4A,7,3.14997,0
UBE4B,6,1.83456,0
UBIAD1,1,2.1521,0
UBL5,1,2.92632,0
UBLCP1,1,2.14761,0
UBN1,1,1.67663,0
UBN2,2,1.68816,0
UBOX5,5,1.85295,0
UBP1,1,2.95742,0
UBQLN4,1,2.07058,0
UBR1,15,5.66168,1
UBR2,8,20.0,1
UBR3,10,4.48094,1
UBR4,58,5.15658,4
UBR5,26,2.85275,0
UBR7,9,6.14765,1
UBTF,2,2.16789,0
UBXN2B,1,2.44777,0
UBXN4,1,2.44678,0
UBXN6,1,2.27328,0
UBXN7,3,2.61119,0
UBXN8,2,2.34316,0
UCHL3,1,2.25293,0
UCHL5,7,7.86414,2
UCK2,2,2.22161,0
UCKL1,1,1.91257,0
UEVLD,1,2.25014,0
UFC1,2,2.00113,0
UFD1L,1,2.86385,0
UFL1,6,3.62331,0
UFSP2,2,2.63222,0
UGCG,1,1.1108,0
UGDH,3,2.266,0
UGGT1,2,3.03827,0
UGP2,2,1.73496,0
UHRF1,17,2.63276,0
UHRF1BP1,3,2.19976,0
UHRF1BP1L,8,2.55122,0
UHRF2,9,3.70742,0
UIMC1,2,2.06555,0
ULBP3,1,1.09747,0
ULK3,2,1.58408,0
UMPS,5,1.85037,0
UNC119,1,1.43783,0
UNC119B,1,1.75517,0
UNC13B,9,2.16258,0
UNC13C,2,2.01032,0
UNC45A,10,6.11384,2
UNC5B,1,1.80693,0
UNC93B1,1,7.5274,1
UNG,1,1.88789,0
UNK,10,20.0,5
UNKL,1,3.40992,0
UPF1,13,3.06694,0
UPF2,9,2.97155,0
UPF3B,1,4.53252,1
UPP1,5,2.58859,0
UQCC1,1,1.79426,0
UQCRC1,4,4.461,1
UQCRC2,2,2.40476,0
UQCRH,1,4.0016,1
URB1,17,20.0,1
URB2,14,2.7308,0
URGCP,8,4.91525,1
URI1,3,2.81739,0
UROD,4,2.93137,0
UROS,3,4.82009,1
USE1,1,1.34805,0
USF1,2,2.17699,0
USF2,1,1.2994,0
USO1,3,3.23833,0
USP1,2,2.36645,0
USP10,7,4.23339,1
USP11,6,6.19066,2
USP13,3,4.4878,1
USP14,4,3.66205,0
USP15,9,2.17845,0
USP16,6,20.0,1
USP19,8,3.07075,0
USP20,1,2.13345,0
USP22,8,3.96508,0
USP24,19,2.64155,0
USP25,1,1.44585,0
USP27X,2,1.56259,0
USP28,5,10.1129,1
USP3,3,1.84002,0
USP30,2,3.72224,0
USP31,1,1.79179,0
USP32,12,10.5111,3
USP33,4,2.68578,0
USP34,24,4.55298,4
USP36,8,3.03786,0
USP38,9,2.64972,0
USP39,2,2.72064,0
USP4,5,2.48899,0
USP40,3,2.61487,0
USP42,1,1.51999,0
USP43,2,2.59304,0
USP47,5,4.46248,2
USP48,16,4.33947,1
USP5,4,2.69372,0
USP51,1,1.47098,0
USP53,2,1.3516,0
USP54,7,2.52462,0
USP6NL,2,1.69144,0
USP7,10,3.30887,0
USP8,6,10.4975,1
USP9X,23,4.29532,1
USPL1,4,2.35634,0
UTP11L,1,3.00761,0
UTP14A,2,5.23786,1
UTP15,2,1.89765,0
UTP18,4,2.28887,0
UTP20,13,2.6908,0
UTP23,2,2.14062,0
UTP3,1,20.0,1
UTP6,7,3.70991,0
UTRN,4,2.71913,0
UVSSA,7,5.02992,1
UXS1,1,1.6423,0
VAC14,9,3.50234,0
VAMP7,1,1.26752,0
VAPA,1,1.41925,0
VAPB,1,1.39698,0
VARS,11,6.58298,1
VARS2,9,5.23361,2
VASP,2,2.65225,0
VAT1,2,2.87071,0
VAV2,9,1.98479,0
VBP1,1,2.25425,0
VCAN,1,1.65231,0
VCL,3,1.77859,0
VCP,8,2.8732,0
VCPIP1,6,7.04724,2
VDAC1,2,1.83742,0
VDAC2,6,7.7346,2
VDAC3,3,3.59236,0
VDR,3,4.30637,2
VEZF1,7,2.37577,0
VEZT,3,4.42611,1
VHL,1,2.62137,0
VIMP,1,2.48982,0
VKORC1,2,3.3221,0
VKORC1L1,2,2.98786,0
VMP1,1,1.39672,0
VPRBP,13,5.20018,1
VPS11,9,2.27298,0
VPS13A,1,1.74059,0
VPS13B,7,5.08973,1
VPS13C,7,20.0,1
VPS13D,9,4.67895,2
VPS16,8,3.17271,0
VPS18,4,2.03549,0
VPS26B,1,2.50855,0
VPS28,4,1.68611,0
VPS29,2,1.33531,0
VPS33A,3,2.00445,0
VPS33B,3,1.82657,0
VPS35,6,1.97902,0
VPS36,1,1.22328,0
